name,song_name,song_subgenre
Trainspotting,Hertzlich Tut Mich Verlangan,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
Trainspotting,Two Little Boys,
Trainspotting,A Final Hit,"big beat, breakbeat, classic progressive house, downtempo, electronica, trip hop"
Trainspotting,Statuesque,britpop
Trainspotting,Born Slippy,"big beat, electronica"
Trainspotting,Closet Romantic,canadian soundtrack
Trainspotting,Temptation,"alternative r&b, indie soul"
"Three Billboards Outside Ebbing, Missouri",Last Rose of Summer (Thomas Moore),"irish folk, irish singer-songwriter"
"Three Billboards Outside Ebbing, Missouri",Buckskin Stallion Blues,portland indie
"Three Billboards Outside Ebbing, Missouri",Radio Song,"contemporary country, modern country pop"
"Three Billboards Outside Ebbing, Missouri",Christine is Dead,italian soundtrack
"Three Billboards Outside Ebbing, Missouri",Chiquitita,"europop, swedish pop"
"Three Billboards Outside Ebbing, Missouri",His Master's Voice,
"Three Billboards Outside Ebbing, Missouri",iNergy,"anarcho-punk, hardcore punk, punk"
"Three Billboards Outside Ebbing, Missouri","Walk Away, Renee ","baroque pop, bubblegum pop, classic garage rock, freakbeat, merseybeat, psychedelic rock"
"Three Billboards Outside Ebbing, Missouri","Andante (Piano Sonata No.1 in C, K.279) ",
"Three Billboards Outside Ebbing, Missouri",Night They Drove Old Dixie Down,"blues rock, classic canadian rock, classic rock, cosmic american, country rock, folk, folk rock, heartland rock, jam band, mellow gold, rock, roots rock, southern rock, swamp rock"
"Three Billboards Outside Ebbing, Missouri",Buckskin Stallion Blues,portland indie
"Three Billboards Outside Ebbing, Missouri",Streets of Laredo,"cowboy western, nashville sound"
Warrior,Start a War,bossbeat
Warrior,Take Time in Life,
Warrior,On My Side,"contemporary country, modern country pop"
Warrior,This Is Me,"broadway, hollywood, show tunes"
Warrior,You Know I Like That,"pop, r&b"
Warrior,Smack Zone (Pigmix),
Warrior,Sweat,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop"
Warrior,Lido Shuffle,"classic rock, mellow gold, singer-songwriter, soft rock, yacht rock"
Warrior,"Symphony No. 9 in D Minor, Op. 125, 'Choral', 2nd Movement ","classical, classical era, early romantic era, german romanticism"
Warrior,"Partita for Violin Solo No. 2 in D Minor, BWV 1004 ","baroque, classical, early music, german baroque"
Warrior,The Sun and Earth,"disco, funk, jazz funk, motown, soul"
Warrior,Roses from the South,"classical, late romantic era, operetta"
Warrior,The August Waltz,"african-american classical, american modern classical, post-romantic era, ragtime"
Warrior,Drum and Stilt Walking Creation,"dub, lovers rock, old school dancehall, reggae, rocksteady, roots reggae"
Warrior,This Is War,"modern rock, post-grunge"
Warrior,Fight Night,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap"
Warrior,"Symphony No. 9 in D Minor, Op. 125, 'Choral', Finale ","classical, classical era, early romantic era, german romanticism"
Warrior,The Halls of Montezuma,
Warrior,Everything,"art pop, pop"
Warrior,Everyday,pop
Warrior,I Got Everything I Need,canadian blues
Warrior,Get Up!,"k-pop, k-pop girl group"
Warrior,Fastidious Horses,
Warrior,About Today,"chamber pop, indie folk, indie rock, indietronica, modern rock"
Gran Torino,Gran Torino,"contemporary vocal jazz, jazz pop, neo mellow"
Gran Torino,Psalm XVIII,"gregorian chant, puirt-a-beul"
Gran Torino,Esto Es Guerra,"latin pop, puerto rican rock, rock en espanol"
Gran Torino,We Don't F* Around,
Gran Torino,The Bartender,"bluegrass, neo-traditional bluegrass, new americana"
Gran Torino,Maybe So,"alt z, gen z singer-songwriter"
Gran Torino,Appreciation,
Gran Torino,Hmoob Tuag Nthi,hmong pop
Gran Torino,All My Hmong Mutha F*kaz,
Gran Torino,Gran Torino,"contemporary vocal jazz, jazz pop, neo mellow"
Fargo,Do You Know the Way to San Jose,"adult standards, brill building pop, disco, quiet storm, soft rock, soul, vocal jazz"
Fargo,"Up, Up and Away ","chicago rap, melodic rap, rap"
Fargo,Tie a Yellow Ribbon Round the Ole Oak Tree,
Fargo,Sometimes in Winter,"album rock, blues rock, classic rock, country rock, folk, folk rock, jazz rock, mellow gold, singer-songwriter, soft rock"
Fargo,Feels So Good,"jazz trumpet, smooth jazz"
Fargo,Big City,theme
Fargo,These Boots Are Made for Walkin',"lounge, sunshine pop"
Fargo,Let's Find Each Other Tonight,alternative country
Fargo,Johnny's Theme,"orchestral soundtrack, soundtrack"
My Neighbor Totoro,Tonari no Totoro,
My Neighbor Totoro,Sampo,japanese instrumental
Prisoners,Put Your Hand In The Hand,
Prisoners,The Lord's Prayer Music,roots worship
Prisoners,I Can't Find Them,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack"
Prisoners,Surveillance,spytrack
Prisoners,The Candlelight Vigil,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack"
Prisoners,Escape,yacht rock
Prisoners,The Tall Man,"chamber pop, indie folk, stomp and holler, swedish americana, swedish singer-songwriter"
Prisoners,The Everyday Bible,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack"
Prisoners,Through Falling Snow,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack"
Prisoners,Following Keller,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack"
Prisoners,The Keeper,"contemporary country, country, country road"
Prisoners,The Intruder,"classic soul, motown, philly soul, quiet storm, southern soul"
Prisoners,The Priest's Basement,"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack"
Prisoners,The Snakes,"conscious hip hop, hip hop, north carolina hip hop, rap"
Prisoners,The Trans Am,"neon pop punk, pop punk, post-hardcore, screamo"
Prisoners,Prisoners,japanese vgm
Prisoners,Escape,yacht rock
Prisoners,Codex,pop violin
Prisoners,Jingle Bells,"children's music, nursery"
Prisoners,The Star-Spangled Banner,marching band
Million Dollar Baby,Blue Morgan,
Million Dollar Baby,Boxing Baby,
Million Dollar Baby,Solferino,electro trash
Million Dollar Baby,Blue Diner,
Blade Runner,Harps of the Ancient Temples,"greek black metal, greek metal, medieval black metal"
Blade Runner,One More Kiss Dear,"cyberpunk, synthesizer"
Blade Runner,Love Theme,"adult standards, classic soundtrack, easy listening"
Blade Runner,Tales of the Future,"cyberpunk, synthesizer"
Blade Runner,Search For Clues,japanese vgm
The Gold Rush,,
Catch Me If You Can,To Tell the Truth,"pop, uk pop"
Catch Me If You Can,Embraceable You,"adult standards, torch song, vocal jazz"
Catch Me If You Can,Put Your Head on My Shoulder,"adult standards, canadian pop, easy listening, rock-and-roll"
Catch Me If You Can,Body and Soul,"adult standards, easy listening, lounge, vocal jazz"
Catch Me If You Can,I've Got the World on a String,
Catch Me If You Can,Take the A Train,"african-american classical, harlem renaissance, jazz, jazz piano, swing, vocal jazz"
Catch Me If You Can,The Girl from Ipanema,"bebop, bossa nova, cool jazz, jazz, jazz saxophone, latin jazz, samba-jazz, vocal jazz"
Catch Me If You Can,James Bond Theme,"british soundtrack, classic soundtrack, orchestral soundtrack"
Catch Me If You Can,Mele Kalikimaka,"adult standards, easy listening, lounge"
Catch Me If You Can,The Look of Love,"dance rock, new romantic, new wave, new wave pop, sophisti-pop, synthpop"
Catch Me If You Can,You Really Got Me,"album rock, classic rock, hard rock, rock"
Catch Me If You Can,He's So Fine,"chicago soul, classic soul, rock-and-roll, soul"
Catch Me If You Can,Has Anybody Here Seen Kelly?,british dance band
Catch Me If You Can,Un Poco Adagio,"early romantic era, german romanticism"
Catch Me If You Can,I'll Be Home for Christmas,
Catch Me If You Can,The Way You Look Tonight,"adult standards, canadian pop, jazz pop, lounge"
Catch Me If You Can,Come Fly with Me,"adult standards, easy listening, lounge"
Catch Me If You Can,I Can't Give You Anything But Love,torch song
Catch Me If You Can,I'm Shooting High,
Catch Me If You Can,Leaving on a Jet Plane,"american folk revival, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Catch Me If You Can,Peuple Fidèle,chant religieux
Catch Me If You Can,Les Anges Dans Nos Campagnes,
Catch Me If You Can,The Christmas Song,"dance pop, pop, urban contemporary"
On the Waterfront,Here Comes the Bride,
Children of Heaven,,
Harry Potter and the Deathly Hallows: Part 2,,
The Third Man,The Third Man Theme,zither
The Third Man,"Managua, Nicaragua ",
The Third Man,Das Alte Lied,"german pop, new wave pop"
Gone Girl,Saved by Zero,"album rock, new romantic, new wave, new wave pop"
Gone Girl,Wall of God,"emo rap, miami hip hop, rap"
Gone Girl,"New York, New York ","g funk, west coast rap"
Gone Girl,Law and Order Theme,theme
Gone Girl,(Don't Fear) The Reaper,"album rock, classic rock, glam metal, hard rock, progressive rock, rock"
Gone Girl,Defy Spaces for You,"afrobeats, nigerian pop"
Gone Girl,Left EY3,meme
Gone Girl,Lady Double Dealer,"album rock, classic rock, hard rock, metal, rock"
Gone Girl,Cool Cat,"classic rock, glam rock, rock"
Gone Girl,I'm Trippin Out,"chicago soul, classic soul, funk, soul"
Gone Girl,Not Gonna Bring Me Down,
Gone Girl,The Informer,souldies
Gone Girl,The Instigator,"tech trance, uplifting trance"
Gone Girl,Heavy Justice,"alternative dance, dance-punk, electronica, filter house, indietronica, new rave"
Gone Girl,Drastic Measures,austindie
Gone Girl,Cold Case,
12 Years a Slave,"My Lord, Sunshine ",
12 Years a Slave,The Devil's Dream,"lo-fi emo, lo-fi indie, slacker rock"
12 Years a Slave,"Trio in B-flat, D471 ","classical, classical era, early romantic era"
12 Years a Slave,The Old Promenade,"classical, early modern classical, late romantic era, russian romanticism"
12 Years a Slave,Money Musk,
12 Years a Slave,Run Nigger Run,"appalachian folk, banjo, country gospel, old-time, traditional country, traditional folk"
12 Years a Slave,Awake on Foreign Shores,dark jazz
12 Years a Slave,Apache Blessing Song,"native american spiritual, navajo"
12 Years a Slave,Cotton Song,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop"
12 Years a Slave,Miller's Reel,"canadian celtic, irish folk, irish pub song, shanty"
12 Years a Slave,Yarney's Waltz,"classical, compositional ambient, russian modern classical"
12 Years a Slave,O Teach Me Lord,choral
12 Years a Slave,John,"neo soul, pop, pop soul, urban contemporary"
12 Years a Slave,Roll Jordan Roll,spirituals
Ben-Hur,Overture,
Ben-Hur,Star Of Bethlehem / Adoration Of The Magi,classic soundtrack
Ben-Hur,Fanfare To Prelude / Prelude / Marcia Romana,"album rock, art rock, blues rock, classic rock, folk rock, hard rock, mellow gold, progressive rock, singer-songwriter, soft rock, symphonic rock, synth prog"
Ben-Hur,Love Theme / Ring For Freedom,
The General,The General,"jam band, modern folk rock"
The Deer Hunter,Can't Take My Eyes Off You,"adult standards, bubblegum pop, lounge, rock-and-roll"
The Deer Hunter,Good Hearted Woman,"classic texas country, country, outlaw country"
The Deer Hunter,Tattletale Eyes,"classic country pop, country, country rock, honky tonk"
The Deer Hunter,Cavatina,
The Deer Hunter,Praise the Name of the Lord,
The Deer Hunter,Troika,harp
The Deer Hunter,Katyusha,"musique militaire, russian folk"
The Deer Hunter,Sarabande,"baroque, classical, early music, english baroque, german baroque"
The Deer Hunter,Memory Eternal (Vechnaya Pamyat),krushfunk
The Deer Hunter,God Bless America,"contemporary country, country, country dawn, country road"
The Deer Hunter,"Nocturne No. 6 in G Minor, Opus 15-3 ","classical, early romantic era, polish classical"
The Deer Hunter,Korobeiniki,"russian folk, russian romance"
The Deer Hunter,"Drop-Kick Me, Jesus (Through the Goalposts of Life) ","canadian ccm, ccm, christian alternative rock, christian music, christian punk"
The Deer Hunter,Midnight Train to Georgia,"classic soul, disco, funk, motown, quiet storm, soul"
The Deer Hunter,The Stars and Stripes Forever,"american romanticism, concert band"
The Deer Hunter,Down From Heaven,
The Deer Hunter,Foxy Lady,"new wave, permanent wave, rock, uk post-punk"
Wild Strawberries,KUNGLIGA SOEDERMANLANDS REGEMENTES MARSCH,musikkorps
Wild Strawberries,MARCIA CAROLUS REX,
Wild Strawberries,PARADEMARSCH DER 18:ER HUSAREN,"musikkorps, oktoberfest"
Wild Strawberries,UNDER ROENN OCH SYREN / BLOMMANDE SKOENA DALAR,background music
Wild Strawberries,JA; MAA HAN LEVA!,
Wild Strawberries,Fugue nº8 in E-flat minor,"classical, classical era, early romantic era"
Before Sunrise,Dido And Aeneas,"baroque, classical, early music, english baroque"
Before Sunrise,Dancing With Da Rat,psychedelic trance
Before Sunrise,Yakety Sax,nashville sound
Before Sunrise,Come Here,
Before Sunrise,Anti Body,"brighton indie, chillwave, electra, spectra, uk experimental electronic"
Before Sunrise,"Sonata No. 8 In C Minor, Opus 13 ('Pathétique') Rondo: Allegro ","classical, classical era, early romantic era, german romanticism"
Before Sunrise,"Concerto In B-Flat Major For Violin And Oboe With Ripieno Strings, RV 358 ","baroque, classical, early music, italian baroque"
Before Sunrise,The Human Pump,
Before Sunrise,Vienna Blood,"classical, late romantic era, operetta"
Before Sunrise,Trapeze,"acoustic pop, chamber pop, indie folk, indie rock, stomp and holler"
Before Sunrise,'Variatio 25' of 'The Goldberg Variations',"baroque, classical, early music, german baroque"
Before Sunrise,"'Andante' from 'Sonata No. 1 In G Major, BWV 1027' ","baroque, classical, early music, german baroque"
Before Sunrise,Living Life,sad lo-fi
In the Name of the Father,In the Name of the Father,"britpop, madchester"
In the Name of the Father,Voodoo Child (Slight Return),"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock"
In the Name of the Father,Like a Rolling Stone,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
In the Name of the Father,Billy Boola,
In the Name of the Father,Tiger Feet,glam rock
In the Name of the Father,Dedicated Follower of Fashion,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter"
In the Name of the Father,Leader of the Gang,"new wave, post-punk, punk, uk post-punk"
In the Name of the Father,Happy Birthday,"motown, soul"
In the Name of the Father,Is This Love,"reggae, roots reggae"
In the Name of the Father,In the Name of the Blues,
In the Name of the Father,The Godfather,
In the Name of the Father,Whiskey in the Jar,"hard rock, metal, old school thrash, rock, thrash metal"
In the Name of the Father,(You Made Me the) Thief of Your Heart,"lilith, new wave pop, singer-songwriter"
The Grand Budapest Hotel,The Linden Tree,"chamber pop, gothenburg indie, swedish indie pop, swedish singer-songwriter"
The Grand Budapest Hotel,s'Rothe-Zäuerli,naturjodel
The Grand Budapest Hotel,Svetit Mesyats,"balalaika, russian folk"
The Grand Budapest Hotel,Roses from the South,"classical, late romantic era, operetta"
The Grand Budapest Hotel,Happy Birthday to You,children's music
The Grand Budapest Hotel,Kamarinskaya,"classical, early romantic era, irish classical"
